type,two_factor_authentication,multi_factor_authentication,security_monitoring,data_privacy_policy,secure_file_uploads,secure_file_uploads_policies__properties__secure_file_name,secure_file_uploads_policies__properties__malware_scan,secure_file_uploads_policies__properties__audit_logging,secure_file_uploads_policies__properties__sandboxing,secure_file_uploads_policies__properties__encryption__in_transit,secure_file_uploads_policies__properties__encryption__at_rest,ssl_encryption_required,permissions,explicite_allowed_resources,other_resources
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_day.jpeg,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,FALSE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,sunny_ocean.py,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_day.jar,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,TRUE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_world.msi,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,read,sensitve_data.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_sun.jpeg,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,delete,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,creative_world.jpeg,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,none,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_world.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,TRUE
anonymous,TRUE,TRUE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_day.jpeg,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,write,product_info.txt,TRUE
customer,TRUE,TRUE,FALSE,FALSE,unknown,creative_day.xlsx,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,sunny_day.img,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_ocean.txt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_ocean.ps1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,creative_flower.jpeg,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,create,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,unknown,sunny_world.bat,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,read,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_bird.png,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,read,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_sun.js,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_day.txt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,clever_flower.xlsx,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,write,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_sun.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,read,userId_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,happy_sun.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,userId_info.txt,FALSE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_sun.jpeg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,FALSE,TRUE,beautiful_bird.txt,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,write,userId_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,clever_day.csv,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,none,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,FALSE,TRUE,sunny_bird.png,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,read,product_info.txt,TRUE
customer,FALSE,TRUE,FALSE,TRUE,TRUE,clever_world.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,userId_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_ocean.mp4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,create,product_info.txt,TRUE
employee,TRUE,FALSE,TRUE,TRUE,FALSE,clever_flower.png,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,none,reports.txt,FALSE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,creative_sun.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,write,sales.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,happy_bird.mp4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,none,product_info.txt,FALSE
customer,FALSE,TRUE,TRUE,TRUE,FALSE,happy_flower.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,NULL,TRUE
customer,TRUE,FALSE,TRUE,FALSE,TRUE,happy_world.xlsx,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,read,product_info.txt,FALSE
customer,FALSE,TRUE,TRUE,FALSE,unknown,happy_sun.vbs,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,read,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_sun.csv,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,create,NULL,TRUE
anonymous,FALSE,TRUE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,FALSE,FALSE,TRUE,TRUE,clever_flower.xlsx,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,brave_bird.txt,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,userId_info.txt,FALSE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,sunny_bird.txt,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,delete,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_flower.jpeg,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,delete,product_info.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,brave_world.mp4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,write,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_day.xlsx,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,create,product_info.txt,FALSE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,happy_day.sh,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_world.xlsx,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_sun.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_world.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,beautiful_world.img,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,delete,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,unknown,brave_sun.xlsx,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,read,product_info.txt,TRUE
employee,FALSE,TRUE,TRUE,FALSE,TRUE,sunny_day.img,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,TRUE
employee,TRUE,FALSE,TRUE,FALSE,TRUE,creative_flower.png,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,read,sales.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_sun.pdf,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,creative_sun.png,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,delete,product_info.txt,TRUE
customer,TRUE,FALSE,FALSE,TRUE,FALSE,creative_world.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,userId_info.txt,TRUE
customer,TRUE,FALSE,FALSE,TRUE,TRUE,clever_bird.vbs,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,create,userId_info.txt,TRUE
admin,TRUE,FALSE,TRUE,FALSE,TRUE,sunny_day.xlsx,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,read,product_info.txt,FALSE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,happy_bird.img,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,create,reports.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,happy_bird.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,NULL,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_day.csv,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,read,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_world.py,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,FALSE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,happy_world.xlsx,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_sun.txt,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,create,userId_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_day.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,beautiful_bird.mp4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,create,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,brave_ocean.txt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,happy_world.txt,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,none,product_info.txt,FALSE
employee,TRUE,TRUE,FALSE,TRUE,TRUE,creative_flower.txt,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,read,reports.txt,TRUE
customer,FALSE,TRUE,FALSE,TRUE,TRUE,happy_flower.sh,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,write,product_info.txt,FALSE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,brave_world.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,TRUE
employee,TRUE,FALSE,FALSE,TRUE,unknown,brave_flower.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,happy_sun.ps1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,create,userId_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,unknown,clever_world.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_flower.xlsx,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,read,NULL,TRUE
employee,TRUE,TRUE,FALSE,TRUE,unknown,sunny_ocean.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,brave_day.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_flower.jpeg,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,happy_flower.jpeg,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,write,sales.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,beautiful_sun.pdf,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,delete,NULL,FALSE
admin,FALSE,TRUE,TRUE,TRUE,unknown,sunny_bird.img,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
anonymous,TRUE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_world.pdf,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,delete,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,clever_world.png,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
employee,FALSE,TRUE,TRUE,TRUE,TRUE,creative_flower.bat,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,write,sales.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,clever_bird.exe,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,read,sales.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,brave_flower.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,delete,product_info.txt,TRUE
admin,TRUE,FALSE,TRUE,FALSE,TRUE,happy_sun.exe,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,read,sensitve_data.txt,FALSE
employee,TRUE,TRUE,FALSE,TRUE,TRUE,happy_bird.txt,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,create,sales.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,creative_ocean.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,FALSE
customer,FALSE,FALSE,FALSE,TRUE,TRUE,clever_world.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
admin,TRUE,TRUE,TRUE,TRUE,unknown,sunny_bird.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,beautiful_flower.txt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,TRUE
employee,FALSE,TRUE,TRUE,FALSE,TRUE,clever_ocean.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
anonymous,TRUE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,FALSE,TRUE,FALSE,FALSE,FALSE,sunny_sun.cmd,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,none,NULL,TRUE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,beautiful_sun.xlsx,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,delete,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_ocean.xlsx,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,create,product_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,brave_ocean.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,read,product_info.txt,TRUE
employee,FALSE,TRUE,FALSE,TRUE,TRUE,beautiful_sun.csv,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,create,reports.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,FALSE,creative_day.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,create,NULL,FALSE
employee,TRUE,TRUE,TRUE,TRUE,FALSE,clever_ocean.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,sales.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,happy_sun.jpeg,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,none,product_info.txt,FALSE
employee,TRUE,TRUE,TRUE,FALSE,TRUE,sunny_day.jpeg,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,write,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,clever_world.cmd,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,clever_day.jpeg,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,write,userId_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,clever_flower.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_bird.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,none,userId_info.txt,TRUE
anonymous,FALSE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,FALSE,TRUE,happy_flower.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_sun.xlsx,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,none,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,beautiful_bird.pdf,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,create,userId_info.txt,TRUE
customer,FALSE,TRUE,TRUE,FALSE,unknown,happy_day.txt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_world.pdf,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,read,NULL,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,brave_day.jar,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,FALSE
customer,TRUE,FALSE,FALSE,TRUE,TRUE,happy_bird.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
anonymous,TRUE,TRUE,TRUE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,FALSE,FALSE,happy_day.py,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,none,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,happy_sun.xlsx,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,none,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,unknown,beautiful_bird.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,NULL,TRUE
employee,TRUE,TRUE,TRUE,TRUE,FALSE,brave_world.csv,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,read,reports.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_world.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,NULL,TRUE
employee,FALSE,TRUE,TRUE,FALSE,TRUE,brave_day.py,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,reports.txt,TRUE
anonymous,TRUE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_sun.csv,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_bird.txt,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,delete,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_bird.mp4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,write,product_info.txt,TRUE
customer,FALSE,FALSE,TRUE,FALSE,unknown,clever_world.img,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,none,product_info.txt,TRUE
admin,TRUE,FALSE,TRUE,FALSE,TRUE,brave_flower.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,sales.txt,TRUE
employee,TRUE,TRUE,FALSE,TRUE,TRUE,beautiful_bird.mp4,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,create,sales.txt,FALSE
employee,TRUE,FALSE,TRUE,TRUE,TRUE,sunny_ocean.txt,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,write,reports.txt,FALSE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_bird.png,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,none,reports.txt,TRUE
employee,TRUE,TRUE,TRUE,FALSE,TRUE,creative_flower.vbs,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,NULL,TRUE
employee,TRUE,TRUE,TRUE,FALSE,unknown,creative_world.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,reports.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,unknown,sunny_day.csv,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,write,userId_info.txt,TRUE
anonymous,TRUE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
employee,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_world.png,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,creative_world.txt,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,read,userId_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,clever_ocean.jar,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,write,userId_info.txt,TRUE
admin,FALSE,FALSE,TRUE,TRUE,TRUE,clever_sun.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,sensitve_data.txt,FALSE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,creative_flower.ps1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,userId_info.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,sunny_sun.jpeg,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,read,product_info.txt,TRUE
anonymous,FALSE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,FALSE,TRUE,TRUE,beautiful_ocean.xlsx,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,TRUE
admin,TRUE,TRUE,TRUE,FALSE,TRUE,creative_world.csv,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,reports.txt,FALSE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,happy_bird.xlsx,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,read,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_world.mp4,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,read,product_info.txt,TRUE
employee,FALSE,TRUE,FALSE,TRUE,TRUE,creative_sun.img,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,write,reports.txt,TRUE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_bird.jar,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,read,reports.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,sunny_sun.pdf,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,unknown,clever_bird.py,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,TRUE
employee,TRUE,FALSE,TRUE,TRUE,TRUE,sunny_bird.pdf,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,create,sales.txt,TRUE
anonymous,TRUE,TRUE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,FALSE,TRUE,FALSE,FALSE,TRUE,clever_bird.pdf,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,create,product_info.txt,TRUE
customer,TRUE,FALSE,TRUE,FALSE,TRUE,creative_world.ps1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,none,product_info.txt,TRUE
admin,TRUE,TRUE,FALSE,TRUE,TRUE,clever_bird.mp4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,write,sales.txt,FALSE
admin,TRUE,FALSE,TRUE,TRUE,unknown,creative_day.txt,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,create,sensitve_data.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,clever_bird.jpeg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,FALSE,creative_ocean.pdf,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,read,userId_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_sun.img,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,write,userId_info.txt,TRUE
anonymous,TRUE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
employee,TRUE,TRUE,TRUE,FALSE,unknown,happy_sun.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,reports.txt,TRUE
anonymous,TRUE,TRUE,TRUE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
employee,TRUE,FALSE,FALSE,FALSE,TRUE,happy_ocean.bat,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,write,sales.txt,FALSE
customer,FALSE,TRUE,FALSE,TRUE,unknown,sunny_ocean.csv,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_sun.png,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,write,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_world.csv,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,sunny_ocean.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,NULL,TRUE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,brave_world.mp4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,read,userId_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,FALSE,clever_day.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,brave_bird.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,happy_flower.csv,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,read,product_info.txt,TRUE
anonymous,TRUE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_flower.txt,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,read,product_info.txt,TRUE
